issn,scope,index,h_index,quartile.year,quartile.quartile_value,sjr.year,sjr.sjr_value,impact_factor.year,impact_factor.impact_factor_value,quartile
0362-546X,"Nonlinear Analysis aims at publishing high quality research papers broadly related to the analysis of partial differential equations and their applications. Emphasis is placed on papers establishing and nourishing connections with related fields, like geometric analysis and mathematical physics. Submissions are encouraged in the areas of expertise of the editorial board, although not limited to them, especially so if highlighting new connections and directions of research.",WOS,136,2023,Q1,2023,1.278,2023,1.457,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
0219-5305,"Analysis and Applications publishes high quality mathematical papers that treat those parts of analysis which have direct or potential applications to the physical and biological sciences and engineering. Some of the topics from analysis include approximation theory, asymptotic analysis, calculus of variations, integral equations, integral transforms, ordinary and partial differential equations, delay differential equations, and perturbation methods. The primary aim of the journal is to encourage the development of new techniques and results in applied analysis.",WOS,27,2023,Q1,2023,0.986,2023,2.090,
0375-9601,"General and cross-disciplinary physics, Condensed matter physics, Quantum information, Artificial intelligence, Machine learning, Nonlinear science, Statistical physics, Mathematical physics, Computational physics, AMO, Physics of complex systems, Plasma physics, Fluid physics, Optical physics, Biological physics and nanoscience",WOS,189,2023,Q2,2023,0.483,2023,2.431,
2469-9950,"Physical Review B (PRB) is the world’s largest dedicated physics journal, publishing approximately 100 new, high-quality papers each week. The most highly cited journal in condensed matter physics, PRB provides outstanding depth and breadth of coverage, combined with unrivaled context and background for ongoing research by scientists worldwide. PRB covers the full range of condensed matter, materials physics, and related subfields, including: -Structure and phase transitions -Ferroelectrics and multiferroics -Disordered systems and alloys -Magnetism -Superconductivity -Electronic structure, photonics, and metamaterials -Semiconductors and mesoscopic systems -Surfaces, nanoscience, and two-dimensional materials -Topological states of matter",WOS,497,2023,Q1,2023,1.345,2023,3.371,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
0001-5970,"Since 1965, the international journal Acta Mechanica has been among the leading journals in the field of theoretical and applied mechanics. In addition to the classical fields such as elasticity, plasticity, vibrations, rigid body dynamics, hydrodynamics, and gasdynamics, it also gives special attention to recently developed areas such as non-Newtonian fluid dynamics, micro/nano mechanics, smart materials and structures, and issues at the interface of mechanics and materials. The journal further publishes papers in such related fields as rheology, thermodynamics, and electromagnetic interactions with fluids and solids. In addition, articles in applied mathematics dealing with significant mechanics problems are also welcome.",WOS,89,2023,Q2,2023,0.558,2023,2.524,
0895-7177,"Cessation.Mathematical and Computer Modelling provided a medium of exchange for the diverse disciplines utilizing mathematical or computer modelling as either a theoretical or working tool. Equal attention was given to the mechanics, methodology and theory of modelling with an attempt to advocate either mathematical or computer modelling, or a combination of the two, in an integrative form. While the unifying aspect of the journal was its adherence to quantitative models, it sought diversity by being concerned with a variety of disciplines, including engineering, biological, medical, environmental, social, behavioural and other sciences. Both theoretical and applied works which employ mathematical or computer modelling were considered for publication. Papers dealing with experiments were considered when the results were presented as an integral part of the modelling process.",WOS,121,2016,Q2,2016,0.516,2016,0.000,
0362-546X,"Nonlinear Analysis aims at publishing high quality research papers broadly related to the analysis of partial differential equations and their applications. Emphasis is placed on papers establishing and nourishing connections with related fields, like geometric analysis and mathematical physics. Submissions are encouraged in the areas of expertise of the editorial board, although not limited to them, especially so if highlighting new connections and directions of research.",WOS,136,2023,Q1,2023,1.278,2023,1.457,
0003-889X,Archiv der Mathematik (AdM) publishes short high quality research papers in every area of mathematics which are not overly technical in nature and addressed to a broad readership.,WOS,46,2023,Q2,2023,0.455,2023,0.580,
0169-5983,"Fluid Dynamics Research publishes original and creative works in all fields of fluid dynamics. The scope includes theoretical, numerical and experimental studies that contribute to the fundamental understanding and/or application of fluid phenomena.",WOS,57,2023,Q3,2023,0.322,2023,1.253,
0020-7225,"The International Journal of Engineering  Science is not limited to a specific aspect of science and engineering but is instead devoted to a wide range of subfields in the engineering sciences. While it encourages a broad spectrum of contribution in the engineering sciences, its core interest lies in issues concerning material modeling and response. Articles of interdisciplinary nature are particularly welcome. The primary goal of the new editors is to maintain high quality of publications. There will be a commitment to expediting the time taken for the publication of the papers. The articles that are sent for reviews will have names of the authors deleted with a view towards enhancing the objectivity and fairness of the review process. Articles that are devoted to the purely mathematical aspects without a discussion of the physical implications of the results or the consideration of specific examples are discouraged. Articles concerning material science should not be limited merely to a description and recording of observations but should contain theoretical or quantitative discussion of the results.",WOS,131,2023,Q1,2023,1.625,2023,5.981,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
0044-2275,"The Journal of Applied Mathematics and Physics (ZAMP) publishes papers of high  scientific quality in Fluid Mechanics, Mechanics of Solids and Differential Equations/Applied Mathematics. A paper will be considered for publication if at least one of the following conditions is fulfilled: The paper includes results or discussions which can be considered original and highly interesting. The paper presents a new method. The author reviews a problem or a class of problems with such profound insight that further research is encouraged. The readers of ZAMP will find not only articles in their own special field but also original work in neighbouring domains. This will lead to an exchange of ideas; concepts and methods which have proven to be successful in one field may well be useful to other areas. ZAMP attempts to publish articles reasonably quickly. Longer papers are published in the section ""Original Papers"", shorter ones may appear under ""Brief Reports"" where publication is particularly rapid. The journal includes a ""Book Review"" section and provides information on activities (such as upcoming symposia, meetings or special courses) which are of interest to its readers.",WOS,69,2023,Q1,2023,0.931,2023,1.781,
1424-3199,"The Journal of Evolution Equations (JEE) publishes high-quality, peer-reviewed papers on equations dealing with time dependent systems and ranging from abstract theory to concrete applications. Research articles should contain new and important results. Survey articles on recent developments are also considered as important contributions to the field. Particular topics covered by the journal are: Linear and Nonlinear Semigroups Parabolic and Hyperbolic Partial Differential Equations Reaction Diffusion Equations Deterministic and Stochastic Control Systems Transport and Population Equations Volterra Equations Delay Equations Stochastic Processes and Dirichlet Forms Maximal Regularity and Functional Calculi Asymptotics and Qualitative Theory of Linear and Nonlinear Evolution Equations Evolution Equations in Mathematical Physics Elliptic Operators",WOS,41,2023,Q1,2023,1.195,2023,1.231,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
1021-9722,"Nonlinear Differential Equations and Applications (NoDEA) provides a forum for research contributions on nonlinear differential equations motivated by application to applied sciences. The research areas of interest for NoDEA include, but are not limited to: deterministic and stochastic ordinary and partial differential equations, finite and infinite-dimensional dynamical systems, qualitative analysis of solutions, variational, topological and viscosity methods, mathematical control theory, complex dynamics and pattern formation, approximation and numerical aspects.",WOS,47,2023,Q1,2023,0.983,2023,1.057,
1631-0721,"Comptes Rendus Mécanique is a peer-reviewed electronic journal, which covers all the fields of the discipline: dynamic systems, solid mechanics, fluid mechanics, acoustics/waves/vibrations, automation/signal processing, etc. It mainly publishes original research articles, but also review articles, historical perspectives, pedagogical texts or conference proceedings, with no limit in length and in a format as flexible as necessary (figures, associated data, etc.). Articles are published in English or French.",WOS,64,2023,Q3,2023,0.250,2023,1.055,
0214-1493,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
1021-9722,"Nonlinear Differential Equations and Applications (NoDEA) provides a forum for research contributions on nonlinear differential equations motivated by application to applied sciences. The research areas of interest for NoDEA include, but are not limited to: deterministic and stochastic ordinary and partial differential equations, finite and infinite-dimensional dynamical systems, qualitative analysis of solutions, variational, topological and viscosity methods, mathematical control theory, complex dynamics and pattern formation, approximation and numerical aspects.",WOS,47,2023,Q1,2023,0.983,2023,1.057,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
0002-9947,"All articles submitted to this journal are peer-reviewed. The AMS has a single blind peer-review process in which the reviewers know who the authors of the manuscript are, but the authors do not have access to the information on who the peer reviewers are. This journal is devoted to research articles in all areas of pure and applied mathematics. To be published in the Transactions, a paper must be correct, new, and significant. Further, it must be well written and of interest to a substantial number of mathematicians. Piecemeal results, such as an inconclusive step toward an unproved major theorem or a minor variation on a known result, are in general not acceptable for publication. Papers of less than 15 printed pages that meet the above criteria should be submitted to the Proceedings of the American Mathematical Society. Published pages are the same size as those generated in the style files provided for AMS-LaTeX.",WOS,104,2023,Q1,2023,1.581,2023,1.365,
0307-904X,"Applied Mathematical Modelling focuses on research related to the mathematical modelling of engineering and environmental processes, manufacturing, and industrial systems. A significant emerging area of research activity involves multiphysics processes, and contributions in this area are particularly encouraged. This influential publication covers a wide spectrum of subjects including heat transfer, fluid mechanics, CFD, and transport phenomena; solid mechanics and mechanics of metals; electromagnets and MHD; reliability modelling and system optimization; finite volume, finite element, and boundary element procedures; modelling of inventory, industrial, manufacturing and logistics systems for viable decision making; civil engineering systems and structures; mineral and energy resources; relevant software engineering issues associated with CAD and CAE; and materials and metallurgical engineering. Applied Mathematical Modelling is primarily interested in papers developing increased insights into real-world problems through novel mathematical modelling, novel applications or a combination of these. Papers employing existing numerical techniques must demonstrate sufficient novelty in the solution of practical problems. Papers on fuzzy logic in decision-making or purely financial mathematics are normally not considered. Research on fractional differential equations, bifurcation, and numerical methods needs to include practical examples. Population dynamics must solve realistic scenarios. Papers in the area of logistics and business modelling should demonstrate meaningful managerial insight. Submissions with no real-world application will not be considered.",WOS,140,2023,Q1,2023,1.000,2023,5.175,
1047-3203,"The Journal of Visual Communication and Image Representation publishes papers on state-of-the-art visual communication and image representation, with emphasis on novel technologies and theoretical work in this multidisciplinary area of pure and applied research. The field of visual communication and image representation is considered in its broadest sense and covers both digital and analog aspects as well as processing and communication in biological visual systems.",WOS,96,2023,Q2,2023,0.671,2023,3.395,
2156-8472,"MCRF aims to publish original research as well as expository papers on mathematical control theory and related fields. The goal is to provide a complete and reliable source of mathematical methods and results in this field. The journal will also accept papers from some related fields such as differential equations, functional analysis, probability theory and stochastic analysis, inverse problems, optimization, numerical computation, mathematical finance, information theory, game theory, system theory, etc., provided that they have some intrinsic connections with control theory. MCRF is edited by a group of international leading experts in mathematical control theory and related fields. A key feature of MCRF is the journal's rapid publication, with a special emphasis on the highest  scientific standard. The journal is essential reading for scientists and researchers who wish to keep abreast of the latest developments in the field.",WOS,23,2023,Q2,2023,0.653,2023,1.460,
1051-2004,"Digital Signal Processing: A Review Journal is one of the oldest and most established journals in the field of signal processing yet it aims to be the most innovative. The Journal invites top quality research articles at the frontiers of research in all aspects of signal processing. Our objective is to provide a platform for the publication of ground-breaking research in signal processing with both academic and industrial appeal. The journal has a special emphasis on statistical signal processing methodology such as Bayesian signal processing, and encourages articles on emerging applications of signal processing such as: • big data • machine learning • internet of things • information security • systems biology and computational biology • financial time series analysis • autonomous vehicles • quantum computing • neuromorphic engineering • human-computer interaction and intelligent user interfaces • environmental signal processing • geophysical signal processing including seismic signal processing • chemioinformatics and bioinformatics • audio, visual and performance arts • disaster management and prevention • renewable energy.",WOS,90,2023,Q2,2023,0.799,2023,3.540,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
1380-7501,"Multimedia Tools and Applications publishes original research articles on multimedia development and system support tools as well as case studies of multimedia applications. It also features experimental and survey articles. The journal is intended for academics, practitioners, scientists and engineers who are involved in multimedia system research, design and applications. All papers are peer reviewed. Specific areas of interest include: - Multimedia Tools: - Multimedia Applications: - Prototype multimedia systems and platforms",WOS,106,2023,Q2,2023,0.801,2023,4.532,
0266-5611,"An interdisciplinary journal combining mathematical and experimental papers on inverse problems with theoretical, numerical and practical approaches to their solution. As well as applied mathematicians, physical scientists and engineers, the readership includes those working in geophysics, radar, optics, biology, acoustics, communication theory, signal processing and imaging, among others. The emphasis is on publishing original contributions to methods of solving mathematical, physical and applied problems. To be publishable in this journal, papers must meet the highest standards of scientific quality, contain significant and original new science and should present substantial advancement in the field. Due to the broad scope of the journal, we require that authors provide sufficient introductory material to appeal to the wide readership and that articles which are not explicitly applied include a discussion of possible applications.",WOS,127,2023,Q1,2023,1.185,2023,2.046,
0952-1976,Artificial Intelligence (AI) is playing a major role in the fourth industrial revolution and we are seeing a lot of evolution in various machine learning methodologies. AI techniques are widely used by the practicing engineer to solve a whole range of hitherto intractable problems. This journal provides an international forum for rapid publication of work describing the practical application of AI methods in all branches of engineering. Submitted papers should report some novel aspects of AI used for a real world engineering application and also validated using some public data sets for easy replicability of the research results.,WOS,137,2023,Q1,2023,1.749,2023,9.216,
1842-2403,"Journal of Ovonic Research (JOR) appears with six issues per year and is open to the reviews, papers, short communications and breakings news inserted as Short Notes, in the field of ovonic (mainly chalcogenide) materials for memories, smart materials based on ovonic materials (combinations of various elements including chalcogenides), materials with nano-structures based on various alloys, as well as semiconducting materials and alloys based on amorphous silicon, germanium, carbon in their various nanostructured forms, either simple or doped/alloyed with hydrogen, fluorine, chlorine and other elements of high interest for applications in electronics and optoelectronics. Papers on minerals with possible applications in electronics and optoelectronics are encouraged.",WOS,19,2023,Q4,2023,0.201,2023,0.993,
0399-0559,"RAIRO-Operations Research is an international journal devoted to high-level pure and applied research on all aspects of operations research. All papers published in RAIRO-Operations Research are critically refereed according to international standards. Any paper will either be accepted (possibly with minor revisions) either submitted to another evaluation (after a major revision) or rejected. Every effort will be made by the Editorial Board to ensure a first answer concerning a submitted paper within three months, and a final decision in a period of time not exceeding six months. RAIRO-Operations Research contains the following types of papers: theory and methodology papers; case studies describing the solution to an actual problem arising, for example, in Transports, Telecommunications, Production Systems, Financial Planning, Computational Biology, Energy or Computer  Science; state-of-the art surveys that provide a synthesis and comprehensive review of one particular area of interest. Apart from regular issues, RAIRO-Operations Research publishes special issues which focus on an Operations Research topic of current interest or which are devoted to a selection of conference papers. The papers of these special issues will be subjected to the same rigorous refereeing process as regular submissions.",WOS,36,2023,Q3,2023,0.438,2023,2.191,
1534-0392,"CPAA publishes original research papers of the highest quality in all the major areas of analysis and its applications, with a central theme on theoretical and numeric differential equations. Invited expository articles are also published from time to time. It is edited by a group of energetic leaders to guarantee the journal's highest standard and closest link to the  scientific communities.",WOS,48,2023,Q2,2023,0.744,2023,1.101,
0095-4616,"The Applied Mathematics and Optimization Journal covers a broad range of mathematical methods in particular those that bridge with optimization and have some connection with applications. Papers considered for publication must contain significant contributions and applications from a mathematical perspective. Core topics include calculus of variations, partial differential equations, stochastic control, optimization of deterministic or stochastic systems in discrete or continuous time, homogenization, control theory, mean field games, dynamic games and optimal transport. Algorithmic, data analytic, machine learning and numerical methods which support the modeling and mathematical analysis of optimization problems are encouraged. Of great interest are papers which show some novel idea in either the theory or model and include some connection with potential applications in science and engineering.",WOS,54,2023,Q1,2023,0.916,2023,1.849,
1930-8337,"Inverse Problems and Imaging publishes research articles of the highest quality that employ innovative mathematical and modeling techniques to study inverse and imaging problems arising in engineering and other sciences. Every published paper has a strong mathematical orientation employing methods from such areas as control theory, discrete mathematics, differential geometry, harmonic analysis, functional analysis, integral geometry, mathematical physics, numerical analysis, optimization, partial differential equations, and stochastic and statistical methods. The field of applications includes medical and other imaging, nondestructive testing, geophysical prospection and remote sensing as well as image analysis and image processing. This journal is committed to recording important new results in its field and will maintain the highest standards of innovation and quality. To be published in this journal, a paper must be correct, novel, nontrivial and of interest to a substantial number of researchers and readers.",WOS,45,2023,Q2,2023,0.538,2023,1.385,
0960-0779,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
0923-5965,"Signal Processing: Image Communication is an international journal for the development of the theory and practice of image communication. Its primary objectives are the following: To present a forum for the advancement of theory and practice of image communication. To stimulate cross-fertilization between areas similar in nature which have traditionally been separated, for example, various aspects of visual communications and information systems. To contribute to a rapid information exchange between the industrial and academic environments. The editorial policy and the technical content of the journal are the responsibility of the Editor-in-Chief, the Area Editors and the Advisory Editors. The Journal is self-supporting from subscription income and contains a minimum amount of advertisements. Advertisements are subject to the prior approval of the Editor-in-Chief. The journal welcomes contributions from every country in the world. Signal Processing: Image Communication publishes articles relating to aspects of the design, implementation and use of image communication systems. The journal features original research work, tutorial and review articles, and accounts of practical developments. Subjects of interest include image/video coding, 3D video representations and compression, 3D graphics and animation compression, HDTV and 3DTV systems, video adaptation, video over IP, peer-to-peer video networking, interactive visual communication, multi-user video conferencing, wireless video broadcasting and communication, visual surveillance, 2D and 3D image/video quality measures, pre/post processing, video restoration and super-resolution, multi-camera video analysis, motion analysis, content-based image/video indexing and retrieval, face and gesture processing, video synthesis, 2D and 3D image/video acquisition and display technologies, architectures for image/video processing and communication.",WOS,99,2023,Q2,2023,0.852,2023,4.223,
0178-2789,"The Visual Computer publishes articles on all research fields of capturing, recognizing, modelling, analysing and generating shapes and images. It includes image understanding, machine learning for graphics and 3D fabrication.",WOS,75,2023,Q2,2023,0.778,2023,4.267,
1468-1218,"Nonlinear Analysis: Real World Applications welcomes all research articles of the highest quality with special emphasis on applying techniques of nonlinear analysis to model and to treat nonlinear phenomena with which nature confronts us. Coverage of applications includes any branch of science and technology such as solid and fluid mechanics, material science, mathematical biology and chemistry, control theory, and inverse problems. The aim of Nonlinear Analysis: Real World Applications is to publish articles which are predominantly devoted to employing methods and techniques from analysis, including partial differential equations, functional analysis, dynamical systems and evolution equations, calculus of variations, and bifurcations theory.",WOS,102,2023,Q1,2023,1.163,2023,2.179,
0749-159X,"An international journal that aims to cover research into the development and analysis of new methods for the numerical solution of partial differential equations, it is intended that it be readily readable by and directed to a broad spectrum of researchers into numerical methods for partial differential equations throughout science and engineering. The numerical methods and techniques themselves are emphasized rather than the specific applications. The Journal seeks to be interdisciplinary, while retaining the common thread of applied numerical analysis.",WOS,72,2023,Q1,2023,0.979,2023,4.648,
1863-1703,"The journal is an interdisciplinary journal presenting the theory and practice of signal, image and video processing. It aims at: - Disseminating high level research results and engineering developments to all signal, image or video processing researchers and research groups. - Presenting practical solutions for the current signal, image and video processing problems in Engineering and Science. Subject areas covered by the journal include but are not limited to: Adaptive processing – biomedical signal processing – multimedia signal processing – communication signal processing – non-linear signal processing – array processing – statistics and statistical signal processing – modeling – filtering – data science – graph signal processing – multi-resolution signal analysis and wavelets – segmentation – coding – restoration – enhancement – storage and retrieval – colour and multi-spectral processing – scanning – displaying – printing – interpolation – image processing - video processing-motion detection and estimation – stereoscopic processing – image and video coding.",WOS,53,2023,Q2,2023,0.558,2023,3.197,
1937-1632,"Series S of Discrete and Continuous Dynamical Systems only publishes theme issues. Each issue is devoted to a specific area of the mathematical, physical and engineering sciences. This area will define a research frontier that is advancing rapidly, often bridging mathematics and sciences. DCDS-S is essential reading for mathematicians, physicists, engineers and other physical scientists. The journal is published bimonthly.",WOS,40,2023,Q2,2023,0.541,2023,1.591,
0377-0427,"The Journal of Computational and Applied Mathematics publishes original papers of high  scientific value in all areas of computational and applied mathematics. The main interest of the Journal is in papers that describe and analyze new computational techniques for solving scientific or engineering problems. Also the improved analysis, including the effectiveness and applicability, of existing methods and algorithms is of importance. The computational efficiency (e.g. the convergence, stability, accuracy, ...) should be proved and illustrated by nontrivial numerical examples. Papers describing only variants of existing methods, without adding significant new computational properties are not of interest. The audience consists of: applied mathematicians, numerical analysts, computational scientists and engineers.",WOS,142,2023,Q2,2023,0.858,2023,2.480,
1741-5977,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1937-1632,"Series S of Discrete and Continuous Dynamical Systems only publishes theme issues. Each issue is devoted to a specific area of the mathematical, physical and engineering sciences. This area will define a research frontier that is advancing rapidly, often bridging mathematics and sciences. DCDS-S is essential reading for mathematicians, physicists, engineers and other physical scientists. The journal is published bimonthly.",WOS,40,2023,Q2,2023,0.541,2023,1.591,
0168-9274,"The purpose of the journal is to provide a forum for the publication of high quality research and tutorial papers in computational mathematics. In addition to the traditional issues and problems in numerical analysis, the journal also publishes papers describing relevant applications in such fields as physics, fluid dynamics, engineering and other branches of applied science with a computational mathematics component. The journal strives to be flexible in the type of papers it publishes and their format. Equally desirable are: (i) Full papers, which should be complete and relatively self-contained original contributions with an introduction that can be understood by the broad computational mathematics community. Both rigorous and heuristic styles are acceptable. Of particular interest are papers about new areas of research, in which other than strictly mathematical arguments may be important in establishing a basis for further developments. (ii) Tutorial review papers, covering some of the important issues in Numerical Mathematics, Scientific Computing and their Applications. The journal will occasionally publish contributions which are larger than the usual format for regular papers. (iii) Short notes, which present specific new results and techniques in a brief communication.",WOS,87,2023,Q1,2023,1.006,2023,2.598,
0219-1377,"Knowledge and Information Systems (KAIS) provides an international forum for researchers and professionals to share their knowledge and report new advances on all topics related to knowledge systems and advanced information systems. This bi-monthly peer-reviewed archival journal publishes state-of-the-art research reports on emerging topics in KAIS, reviews of important techniques in related areas, and application papers of interest to a general readership.",WOS,92,2023,Q2,2023,0.860,2023,3.669,
1683-3511,"Applied and Computational Mathematics considers for publication, high quality papers on a broad range of topics in computational and applied mathematics. Among the areas and disciplines covered are control theory, game theory, networks, optimization, computational sciences, information technology, mechatronics, and economic and energy systems. Original research results in these and related areas, that use state-of-art mathematical tools, find in this journal, a natural home, and an outlet to the broader  scientific community. Applied and Computational Mathematics considers also survey papers, short communications, and comments on the papers. These papers will be easily accessible by readers working in any aspect of applied and computational mathematics and wish to be informed of recent developments.",WOS,26,2023,Q2,2023,0.876,2023,4.540,
0096-3003,"Applied Mathematics and Computation addresses work at the interface between applied mathematics, numerical computation, and applications of systems – oriented ideas to the physical, biological, social, and behavioral sciences, and emphasizes papers of a computational nature focusing on new algorithms, their analysis and numerical results. In addition to presenting research papers, Applied Mathematics and Computation publishes review articles and single–topics issues.",WOS,174,2023,Q1,2023,1.026,2023,3.991,
0266-5611,"An interdisciplinary journal combining mathematical and experimental papers on inverse problems with theoretical, numerical and practical approaches to their solution. As well as applied mathematicians, physical scientists and engineers, the readership includes those working in geophysics, radar, optics, biology, acoustics, communication theory, signal processing and imaging, among others. The emphasis is on publishing original contributions to methods of solving mathematical, physical and applied problems. To be publishable in this journal, papers must meet the highest standards of scientific quality, contain significant and original new science and should present substantial advancement in the field. Due to the broad scope of the journal, we require that authors provide sufficient introductory material to appeal to the wide readership and that articles which are not explicitly applied include a discussion of possible applications.",WOS,127,2023,Q1,2023,1.185,2023,2.046,
1468-1218,"Nonlinear Analysis: Real World Applications welcomes all research articles of the highest quality with special emphasis on applying techniques of nonlinear analysis to model and to treat nonlinear phenomena with which nature confronts us. Coverage of applications includes any branch of science and technology such as solid and fluid mechanics, material science, mathematical biology and chemistry, control theory, and inverse problems. The aim of Nonlinear Analysis: Real World Applications is to publish articles which are predominantly devoted to employing methods and techniques from analysis, including partial differential equations, functional analysis, dynamical systems and evolution equations, calculus of variations, and bifurcations theory.",WOS,102,2023,Q1,2023,1.163,2023,2.179,
2077-6772,"Journal of Nano- and Electronic Physics publishes papers, which have not been previously published and are not submitted for publication elsewhere, and which contain the original results of experimental or theoretical investigations in the field of physics and astronomy, material science, condensed matter physics, radiation and irradiation, and investigations aimed at the development of the mathematical methods of the processes and phenomena description in specified fields as well. Journal subject area: physical properties of film and nanostructured materials; physics of nano-sized objects; development of experimental research methods in condensed matter physics; description methods of dynamical systems and nonequilibrium processes; generation and propagation of electromagnetic and optical radiation; physics of electron and ion beams; applied aspects of nano- and electronic physics.",WOS,25,2023,Q4,2023,0.191,2023,0.698,
2409-4986,"Proceedings of the Institute of Mathematics and Mechanics (PIMM), National Academy of Sciences of Azerbaijan is an open access journal that publishes original, high quality research papers in all fields of mathematics. A special attention is paid to the following fields: real and complex analysis, harmonic analysis, functional analysis, approximation theory, differential equations, calculus of variations and optimal control, differential geometry, algebra, number theory, probability theory and mathematical statistics, mathematical physics. PIMM welcomes papers that establish interesting and important new results or solve significant problems. All papers are refereed for correctness and suitability for publication. The journal is published in both print and online versions.",WOS,11,2023,Q3,2023,0.326,2023,0.824,
1468-1218,"Nonlinear Analysis: Real World Applications welcomes all research articles of the highest quality with special emphasis on applying techniques of nonlinear analysis to model and to treat nonlinear phenomena with which nature confronts us. Coverage of applications includes any branch of science and technology such as solid and fluid mechanics, material science, mathematical biology and chemistry, control theory, and inverse problems. The aim of Nonlinear Analysis: Real World Applications is to publish articles which are predominantly devoted to employing methods and techniques from analysis, including partial differential equations, functional analysis, dynamical systems and evolution equations, calculus of variations, and bifurcations theory.",WOS,102,2023,Q1,2023,1.163,2023,2.179,
0749-159X,"An international journal that aims to cover research into the development and analysis of new methods for the numerical solution of partial differential equations, it is intended that it be readily readable by and directed to a broad spectrum of researchers into numerical methods for partial differential equations throughout science and engineering. The numerical methods and techniques themselves are emphasized rather than the specific applications. The Journal seeks to be interdisciplinary, while retaining the common thread of applied numerical analysis.",WOS,72,2023,Q1,2023,0.979,2023,4.648,
0893-9659,"The purpose of Applied Mathematics Letters is to provide a means of rapid publication for important but brief applied mathematical papers. The brief descriptions of any work involving a novel application or utilization of mathematics, or a development in the methodology of applied mathematics is a potential contribution for this journal. This journal's focus is on applied mathematics topics based on differential equations and linear algebra. Priority will be given to submissions that are likely to appeal to a wide audience.",WOS,110,2023,Q1,2023,1.103,2023,3.414,
1683-3511,"Applied and Computational Mathematics considers for publication, high quality papers on a broad range of topics in computational and applied mathematics. Among the areas and disciplines covered are control theory, game theory, networks, optimization, computational sciences, information technology, mechatronics, and economic and energy systems. Original research results in these and related areas, that use state-of-art mathematical tools, find in this journal, a natural home, and an outlet to the broader  scientific community. Applied and Computational Mathematics considers also survey papers, short communications, and comments on the papers. These papers will be easily accessible by readers working in any aspect of applied and computational mathematics and wish to be informed of recent developments.",WOS,26,2023,Q2,2023,0.876,2023,4.540,
