Author_ID,Author_Name,Author_Affiliation,Author_Citations,Author_Documents_number,H-index,FWCI,Co_authors_Names
6506203925.0,"Lakrad, Faouzi",Morocco,428.0,35.0,14.0,0.42,"['Jamal Takhchi', 'Abdelhak Fahsi', 'Moulay Mustapha Charafi', 'Laurent Gagliardini', 'Werner O. Schiehlen', 'Yassine El Alami', 'Lakrad, Faouzi', 'Azouani, Abderrahim', 'Belhaq, Mohamed', 'Elhadi Baghaz', 'Sofian Talbi', 'Mohamed Abid', 'M. Hamdi', 'Jamol J. Pender', 'Mustapha Faraji', 'Yahya El Hammoudani', 'Lahcen Mokni', 'Léon Gavrić', 'Bernold Fiedler', 'Zakaria Ghouli', 'Faize Ahmed', 'Ali Lamkaddem', 'Morvan Ouisse', 'Abouhazim, Nazha', 'Tarik Mrabti', 'Noureddine Bouhaddi', 'Nahid Hida', 'Fréderic Bornet', 'Noureddine El Moussaoui', 'Richard H. Rand', 'Abdelbassit Chtouki', 'Emeline Sadoulet-Reboul']"
57221948479.0,"Saffah, Zouhair",Morocco,13.0,3.0,2.0,0.34,"['Amdi, Mohammed', 'Hassouna, Saad', 'Timesli, Abdelaziz', 'Badr Abou Al Abou El Majd', 'Azouani, Abderrahim', 'Saffah, Zouhair']"
7003784471.0,"Belhaq, Mohamed",Morocco,1654.0,135.0,23.0,0.64,"['Jarir Mahfoud', 'Abdelhak Fahsi', 'Zäzilia Seibold', 'Kamar Guennoun', 'Karam Allali', 'Abdeslam Draoui', 'Joël L. Perret-Liaudet', 'Ilham Kirrou', 'A. Khourchafi', 'Lakrad, Faouzi', 'Azouani, Abderrahim', 'Beer Singh Bhadauria', 'Emilio Freire', 'Belhaq, Mohamed', 'Aniss, Saïd', 'M. Hamdi', 'Y. Y. Cao', ""M'hammed El Gadari"", 'Kamal El Karouni', 'Kwok Wai Chung', 'Mostafa Najam', 'Alejandro J. Rodríguez-Luis', 'Mohamed Yagoubi', 'Lahcen Mokni', 'Palle Kiran', 'Mohamed Rougui', 'Bernold Fiedler', 'Zakaria Ghouli', 'Johan der Hagopian', 'Abdellah Karimin', 'Geoffrey D. Recktenwald', 'Saadia Assiyad', 'Si Mohamed Sah', 'Cedrick Aurelien Kitio Kwuimy', 'Abouhazim, Nazha', 'Boulal, Taoufik', 'Mouhamed Souhar', 'Amine Bichri', 'Chandrasekhar C. Nataraj', 'Mohamed Houssni', 'Christian Hartmann', 'Bowei Qin', 'Jabrane Belabid', 'René Louis Clerc', 'Mustapha El Alami', 'Richard H. Rand', 'Abdelbassit Chtouki']"
6603224424.0,"Aniss, Saïd",Morocco,438.0,45.0,12.0,0.37,"['Mourad Echchadli', 'Samy Alami', 'Azouani, Abderrahim', 'Mehdi Riahi', 'M. B. Feddaoui', 'Belhaq, Mohamed', 'Aniss, Saïd', 'Mustapha Lamine', 'Ophélie Caballina', 'Lahcen Bammou', 'Ahmed Hifdi', 'Mohamed Touhami Ouazzani', 'Mouh Assoul', 'Mohamed Yagoubi', 'Khalid Souhar', 'Mounir Kriraa', 'Mohamed Ouazzani Touhami', 'Salaheddine Skali-Lami', 'Jamila Bouchgl', 'Abdelmajid Daya', 'Richard H. Rand', 'Boulal, Taoufik', 'Abdelouahab El Jaouahiry', 'Mouhamed Souhar', 'Salah Skali Lami', 'Azeddine Rachik', 'Jean Pierre Brancher', 'Nouha Lahlou', 'Mohamed Hayani Choujaa']"
35784374500.0,"Koeller, Amos N.",Germany,33.0,5.0,3.0,1.32,"['Georgi, Marc', 'Nihar Jangle', 'Graham H. Williams', 'Schulze, Felix', 'Rodney V. Nillsen', 'Koeller, Amos N.', 'Hell, Juliette', 'Sascha Eichmann', 'Thierry de Pauw', 'Azouani, Abderrahim', 'Schnürer, Oliver C.', 'Sáez, Mariel', 'Smith, Brian']"
55761600000.0,"Sáez, Mariel",Chile,181.0,21.0,7.0,0.83,"['Rafael D. Benguria', 'Yannick Sire', 'Rafe R. Mazzeo', 'María Isabel Cortez', 'Azouani, Abderrahim', 'Matías Courdurier', 'Romina M. Arroyo', 'Andrea Vera-Gajardo', 'Koeller, Amos N.', 'Gabriela P. Ovando', 'Sáez, Mariel', 'Smith, Brian', 'María del Mar Gonzälez', 'Jeanne Hersant', 'Schulze, Felix', 'Panagiota Daskalopoulos', 'Julio D. Rossi', 'Alessandra Pluda', 'Raquel Perales', 'Valeria Banica', 'Marcone Correa Pereira', 'Hell, Juliette', 'Marxen, Tobias', 'Georgi, Marc', 'Manuel A. Del Pino', 'Jorge H. Lira', 'Enrico Valdinoci', 'Fernando A. Valenzuela', 'Schnürer, Oliver C.']"
58546671300.0,"Smith, Brian",Germany,67.0,9.0,5.0,0.42,"['Georgi, Marc', 'Nihar Jangle', 'Bernold Fiedler', 'Charles R. McGowin', 'Schulze, Felix', 'Zbigniew Czyzewski', 'Gilbert Weinstein', 'Hell, Juliette', 'Koeller, Amos N.', 'Martin T. Goosey', 'Azouani, Abderrahim', 'Schnürer, Oliver C.', 'David Merricks', 'Sáez, Mariel', 'Smith, Brian']"
7003569203.0,"Titi, Edriss S.",College Station - United States,10961.0,235.0,60.0,1.95,"['Ciprian Foiaş', 'Julia Novo', 'Boris Ettinger', 'Ganesh Gopalakrishnan', 'Muhammad Umer Altaf', 'Piotr B. Mucha', 'Sabine Hittmeir', 'Arjen Doelman', 'Susan Kurien', 'Ibrahim Hoteit', 'Tej Eddine Ghoul', 'Yanqiu Guo', 'Xin Liu', 'Claude W. Bardos', 'Habib J. Toye', 'Fábio Ramos', 'Alan R. Bishop', 'Sawanya Sakuntasathien', 'Evelyn M. Lunasin', 'Zvi Artstein', 'Kostas P. Tsiaras', 'Emil Wiedemann', 'Cecilia F. Mondaini', 'Arkadiusz K. Kuczaj', 'Sabique Langodan', 'Jinkai Li', 'Boujemaa Ait-El-Fquih', 'Rupert Klein', 'Omar M. Knio', 'Rostyslav V. Kravchenko', 'Srinivas Desamsetti', 'George R. Sell', 'Luan Thach Hoang', 'M. E. Gharamti', 'José C. Sánchez-Garrido', 'Ioannis G. Kevrekidis', 'Richard Lee Panetta', 'Don A. Jones', 'Hamid Bellout', 'Armin Köhl', 'Matthew R. Mazloff', 'Fengchao Yao', 'Tural Sadigov', 'Toan Trong Nguyen', 'Masakazu Gesho', 'Olivier P. Le Maître', 'Vassilis P. Papadopoulos', 'Raz Kupferman', 'Jacek Cyranka', 'Peng Zhan', 'Mm Mazen Hittawe', 'Milton Da Costa Lopes-Filho', 'Ashok Karumuri', 'Titi, Edriss S.', 'James C. Robinson', 'Jared P. Whitehead', 'Samuel Kortas', 'Naila F. Raboudi', 'Daniel W. Boutros', 'Aart van Harten', 'Marshall Slemrod', 'E. W. Weinan', 'Peter Bella', 'Aneesh C. Subramanian', 'Yasser Omar Abualnaja', 'Piotr Gwiazda', 'Patrick Gérard', 'Richard Nickl', 'Yesubabu Viswanadhapalli', 'Daquan Guo', 'Lily G.C. Genevier', 'C. David Levermore', 'Hung V. Ly', 'Jürgen Saal', 'Hakima Bessaih', 'Daniel Y. Toundykov', 'Mark R. Petersen', 'Shannon N. Wynne', 'Michael S. Jolly', 'John D. Gibbon', 'Ziad H. Musslimani', 'Charls Antony', 'Dongjuan Niu', 'Varga K. Kalantarov', 'Ivana Cerovečki', 'Jinqiao Duan', 'Adam Larios', 'Thang M. Luong', 'Débora A.F. Albanez', 'Boris Levant', 'Bosco García-Archilla', 'Mohammed B. Ziane', 'Marie Fanny L.P. Racault', 'Helena J.N. Nussenzveig Lopes', 'Chongsheng Cao', 'Walter Pauls', 'S. I. Chernyshenko', 'Olson, Eric J.', 'Simon Markfelder', 'Elamurugu Alias Gokul', 'Marko I. Vishik', 'Kun Zhao', 'Panagiotis G. Kevrekidis', 'Rui Sun', 'Slim Ibrahim', 'Yanping Cao', 'Anne Claire Bennis', 'Vladimir V. Chepyzhov', 'Kenji Nakanishi', 'Anna G. Kostianko', 'Shehzad Afzal', 'Charles R. Doering', 'Animikh Biswas', 'Markus Hadwiger', 'Azouani, Abderrahim', 'D. Prasad Hari Prasad', 'Raju Attada', 'George Krokos', 'Quyuan Lin', 'Mohammad A. Rammaha', 'John A. Gittings', 'Darryl D. Holm', 'L. G. Margolin', 'Claude Mangoubi', 'Mohamad Abed El Rahman Hammoud', 'Igor Kukavica', 'Mohammad Abu Hamed', 'Vincent R. Martinez', 'Aseel Farhat', 'Marcel Oliver', 'Robert J.W. Brewin', 'Konrad Simon', 'Emine Çelik', 'Bilel Hadri', 'Peter Constantin', 'Hussain A. Ibdah', 'Arghir D. Zarnescu', 'Alexei A. Ilyin', 'Agnieszka Świerczewska-Gwiazda', 'Shiyi Chen', 'Leila Issa', 'Sergey V. Zelik', 'Saber Trabelsi', 'Aibin Zang']"
16246400900.0,"Schulze, Felix",Coventry - United Kingdom,620.0,31.0,13.0,1.21,"['Panagiotis Gianniotis', 'Azouani, Abderrahim', 'Jan Metzger', 'Miles Simon', 'Carlo Gasparetto', 'Christos Mantoulidis', 'Koeller, Amos N.', 'Tobias Lamm', 'Michael Eichmair', 'Joel Spruck', 'Sáez, Mariel', 'Jiaping Wang', 'André Neves', 'Alix Deruelle', 'Otis Chodosh', 'Ben Lambert', 'Ovidiu Munteanu', 'Kyeongsu Choi', 'Smith, Brian', 'Schulze, Felix', 'Hell, Juliette', 'Tom Ilmanen', 'Marxen, Tobias', 'Gábor Székelyhidi', 'Georgi, Marc', 'Harold Rosenberg', 'Guido De Philippis', 'Thomas Koerber', 'Julie Clutterbuck', 'Jason Dean Lotay', 'Schnürer, Oliver C.', 'Christopher G. Evans', 'Brian White']"
55415987600.0,"Amdi, Mohammed",France,17.0,3.0,2.0,0.41,"['Amdi, Mohammed', 'Lahmam, Hassane', 'Timesli, Abdelaziz', ""M'Hamed Souli"", 'Badr Abou Al Abou El Majd', 'Jonathan Andrew Hargreaves', 'Azouani, Abderrahim', 'Saffah, Zouhair']"
36989307800.0,"Hell, Juliette",Germany,99.0,8.0,5.0,0.69,"['Georgi, Marc', 'Nihar Jangle', 'Bernold Fiedler', 'Smith, Brian', 'Schulze, Felix', 'Alan D. Rendall', 'Sáez, Mariel', 'Koeller, Amos N.', 'Azouani, Abderrahim', 'Phillipo Lappicy', 'Claes Uggla', 'Pavel L. Gurevich', 'Artur Alho', 'Schnürer, Oliver C.', 'Arnd Scheel', 'Hell, Juliette', 'Björn Sandstede']"
36989910300.0,"Marxen, Tobias",Germany,18.0,6.0,1.0,0.13,"['Georgi, Marc', 'Nihar Jangle', 'Felix Lubbe', 'Klaus Kröncke', 'Oliver Lindblad Petersen', 'Schulze, Felix', 'Áron Szabó', 'Hell, Juliette', 'Koeller, Amos N.', 'Wolfgang Maurer', 'Azouani, Abderrahim', 'Schnürer, Oliver C.', 'Boris Vertman', 'Sáez, Mariel', 'Smith, Brian']"
23990520300.0,"Georgi, Marc",Germany,302.0,12.0,6.0,0.0,"['Georgi, Marc', 'Nihar Jangle', 'Kevin N. Webster', 'Bernold Fiedler', 'Valentin Flunkert', 'Schulze, Felix', 'Hell, Juliette', 'Eckehard Schöll', 'Koeller, Amos N.', 'Stefan Liebscher', 'Jörg M. Härterich', 'Wolfram Just', 'Azouani, Abderrahim', 'Schnürer, Oliver C.', 'Sáez, Mariel', 'Smith, Brian', 'Philipp Hövel']"
8202759500.0,"Abouhazim, Nazha",Morocco,48.0,4.0,3.0,0.0,"['Lakrad, Faouzi', 'Azouani, Abderrahim', 'Richard H. Rand', 'Abouhazim, Nazha']"
23026964100.0,"Boulal, Taoufik",Morocco,53.0,3.0,2.0,0.0,"['Aniss, Saïd', 'Azouani, Abderrahim', 'Mehdi Riahi', 'Richard H. Rand', 'Boulal, Taoufik']"
6506109537.0,"Lahmam, Hassane",Morocco,279.0,19.0,9.0,0.65,"['Michel Potier-Ferry', 'Azouani, Abderrahim', 'A. Najah', 'Saffah, Zouhair', 'Rédouane Jamai', 'Bouazza Braikat', 'Fatima Boussaoui', 'El Hassan Mallil', 'Hamid Zahrouni', 'N. Damil', 'Amdi, Mohammed', 'Badr Abou Al Abou El Majd', 'Said Mesmoudi', 'Lahmam, Hassane', 'Abdelhadi Moufki', 'Timesli, Abdelaziz', 'Jean Marc Cadou', 'Hassouna, Saad']"
57203051537.0,"Olson, Eric J.",Reno - United States,1764.0,31.0,19.0,1.49,"['Ciprian Foiaş', 'Alejandro Vidal-López', 'Masakazu Gesho', 'Hakima Bessaih', 'Azouani, Abderrahim', 'Tahj Hill', 'Shannon N. Wynne', 'Monika Neda', 'Darryl D. Holm', 'Michael S. Jolly', 'David S. McCormick', 'Vincent R. Martinez', 'Jonathan M. Fraser', 'Titi, Edriss S.', 'José Luis Rodrigo', 'Emine Çelik', 'James C. Robinson', 'Luan Thach Hoang', 'Alexey P. Cheskidov', 'Mohammed B. Ziane', 'Nicholas Sharples', 'Jordan F. Blocher', 'Olson, Eric J.', 'Yi Zhou', 'Shiyi Chen']"
55198931300.0,"Timesli, Abdelaziz",Morocco,354.0,32.0,10.0,1.01,"['Youssef Belaasilia', 'Azouani, Abderrahim', 'Saffah, Zouhair', 'Bouazza Braikat', 'Hamid Zahrouni', 'Rachid A.I.T. Aitbelale', 'N. Damil', 'My Saddik Kadiri', 'Amdi, Mohammed', 'Badr Abou Al Abou El Majd', 'Said Mesmoudi', 'A. El Haouzi', 'Lahmam, Hassane', 'Abdelhadi Moufki', 'Mohamed Janane Allah', 'Mohammad Jamal', 'Timesli, Abdelaziz', 'Hassouna, Saad']"
57364511900.0,"Hassouna, Saad",Morocco,6.0,5.0,2.0,0.1,"['Mohamed Janane Allah', 'Hassouna, Saad', 'Timesli, Abdelaziz', 'Azouani, Abderrahim', 'Saffah, Zouhair']"
6603243962.0,"Schnürer, Oliver C.",Germany,460.0,25.0,13.0,0.3,"['Nihar Jangle', 'Knut Smoczyk', 'Áron Szabó', 'Azouani, Abderrahim', 'Klaus Kröncke', 'Miles Simon', 'Albert Chau', 'Koeller, Amos N.', 'Wolfgang Maurer', 'Sáez, Mariel', 'Smith, Brian', 'Felix Lubbe', 'Oliver Lindblad Petersen', 'Schulze, Felix', 'Melanie Rupflin', 'Boris Vertman', 'Hell, Juliette', 'Marxen, Tobias', 'Georgi, Marc', 'Julie Clutterbuck', 'Pierre Bayard', 'Schnürer, Oliver C.', 'Hartmut R. Schwetlick']"
57210231748.0,"Boukhalfa, Alaeddine",Morocco,59.0,6.0,3.0,0.92,"['El Attaoui, Anas', 'Rhouas, Sara', 'Hmina, Nabil', 'Chaoui, Habiba', 'Boukhalfa, Alaeddine', 'El Hami, Norelislam']"
58753908000.0,"El Attaoui, Anas",Morocco,7.0,5.0,1.0,1.14,"['El Attaoui, Anas', 'Boukhalfa, Alaeddine', 'El Hami, Norelislam']"
57722434900.0,"Rhouas, Sara",Morocco,12.0,8.0,2.0,0.81,"['Rhouas, Sara', 'Mustapha Bouchekourte', 'Boukhalfa, Alaeddine', 'El Hami, Norelislam']"
56043100300.0,"Hmina, Nabil",Morocco,564.0,110.0,13.0,0.63,"['Y. Najm-Eddine', 'Chaimae Saadi', 'Sara Samine', 'Mhamed Itmi', 'Manuel Lagache', 'Ismail Ezzaraa', 'Said El Manti', 'Samia Hakkou', 'Mohammad Mahmoudian Esfahani', 'Mohamed Essaleh', 'Elhoucine Ouassam', 'Belaid Bouikhalene', 'H. E. El Fadil', 'Sara Haddouch', 'Ahmed F. Ebrahim', 'Yassine Dabachine', 'Aouatif Amine', 'Younès E.L. El Bouzekri El Idrissi', 'Rachid Bouferra', 'Nawal Alioua', 'Hicham Elachgar', 'Ismail Arroub', 'Issam El Khadiri', 'Abdelkhalak El Hami', 'Ilyas Ed-daoui', 'El Bouzekri El Idrissi Adiba', 'Nhan Quy Nguyen', 'Bouchaïb Bounabat', 'El Hassane Margoum', 'Laila EL Abbadi', 'Jean Pierre Bardon', 'M. Oulcaid', 'Loubna El Amrani', 'Hmina, Nabil', 'Chaoui, Habiba', 'Hanaa Hachimi', 'Ahmed Bahlaoui', 'Mostapha El Jai', 'Mazri Tomader', 'Ahmed El Mahjoubi', 'Amine Atmani', 'Maria Zemzami', 'Yves Scudeller', 'Bandar Al-Mangour', 'Mohamed El Afi', 'Fatima Zahra Harmouch', 'Ibtissame Kandrouch', 'Jalal Benallal', 'Assiya Amri', 'Manale Boughanja', 'Laamari Hlou', 'Aziz Rachid', 'Zahra Oughannou', 'Imane Sahmi', 'A. Najm-Eddin', 'Driss Naji', 'Abir Elmir', 'Bouchra Nassih', 'Chaymae Benfares', 'Rachid Elgouri', 'Rachid Bannari', 'Abderrahim Abdellaoui', 'Ouidad Akhrif', 'Saida El Mendili', 'Nissrine Krami', 'I. Chiguer', 'Mohamed Abouelmajd', 'Mohammed Ngadi', 'Bandar AlMangour', 'El Hami, Norelislam', 'Abdeljalil Lahmar', 'Ismail El Kafazi', 'Osama A. Mohammed', 'Youssef Azdoud', 'Mohamed Chentouf', 'Boukhalfa, Alaeddine', 'Frédérick Zann', 'Aicha Koulou', 'Driss Benhaddou', 'Soufiane Belhouideg', 'A. Satif', 'Mohammed Darmi', 'Tomislav Dragičević', 'Lekbir Cherif']"
35318576700.0,"Chaoui, Habiba",Morocco,348.0,71.0,10.0,0.82,"['Abdemounaime Hamdane', 'Fatima Zahra Hamza', 'Valérie Viet Triem Viet Triem Tong', 'Taoufiq El Harrouti', 'Chaimae Saadi', 'Ibtissame Kandrouch', 'Jaadouni Hatim', 'Nadir Belhaj', 'Hassan Erguig', 'Mhidi Bousselham', 'Samia Boussaa', 'Anass Barodi', 'Radah Tarek', 'Pierre Graux', 'S. Bourekkadi', 'Abdellah Abouabdellah', 'Abdelhadi El Allali', 'Abderrahim Bajit', 'Manale Boughanja', 'Meryem Makoudi', 'Samya Bouhaddour', 'Ayoub Ech-Chkaf', 'Cherif A.A. Bissiriou', 'Ahmed Tamtaoui', 'Zahra Oughannou', 'Abdelaziz Hmamed', 'Chaoui, Habiba', 'Hmina, Nabil', 'Hanane Lamaazi', 'Larbi Radouane', 'Sanaa El Aidi', 'Boukhalfa, Alaeddine', 'Ossama Nazih', 'Guillaume Hiet', 'Mourad Azhari', 'Mohamed Ali Stouky', 'Salma Ait Oussous', 'Jean François Lalande', 'Yasmina Andaloussi', 'Wojciech Mazurczyk', 'Pascal Berthomé', 'Youness Idrissi Idrissi Khamlichi', 'Mou Lay Driss El Ouadghiri', 'Nour El Houda Chaoui', 'El Mendili Fatna', 'Hajar Deqqaq', 'Samia El Haddouti', 'Zakaria Charouh', 'A. Benzaouia', 'Amine Atmani', 'Siham Beloualid', 'Fadoua Khennou', 'Ibtissam Makdoun', 'Abderrahim Abdellaoui', 'Moulhime El Bekkali', 'Younès E.L. El Bouzekri El Idrissi', 'Jean Marie Bonnin', 'Mohamed Bouneffa', 'Yoann Maurel', 'Nabil Benamar']"
55778791900.0,"El Hami, Norelislam",Morocco,108.0,32.0,5.0,0.67,"['Abdelhamid Amar', 'Ilyas Ed-daoui', 'Abdelkhalak El Hami', 'Mohamed Ben Jamel Haddar', 'Bouchaïb Bounabat', 'El Hami, Norelislam', 'Anas Abou El Kalam', 'Hmina Nabil', 'Hmina, Nabil', 'Boukhalfa, Alaeddine', 'Abdellah Aït Ouahman', 'El Attaoui, Anas', 'Bouchaïb Radi', 'Abir Elmir', 'Mohamed Ghallali', 'Nabil Ali Ali Alrajeh', 'Hamid Hamdani', 'Aicha Koulou', 'Maria Zemzami', 'Rachid Ellaia', 'Rhouas, Sara', 'Badr Elmir', 'B. El Ouahidi', 'Mustapha Bouchekourte', 'Najim Ammari']"
55497471000.0,"Dargham, Abdelmajid",Morocco,18.0,6.0,2.0,0.1,"['Khatiri, Mohammed', 'Serrhini, Mohammed', 'Ait-Moussa, Abdelaziz Aziz', 'Kerfali, Aicha', 'Dargham, Abdelmajid']"
57190493063.0,"Khatiri, Mohammed",Morocco,2.0,3.0,1.0,0.07,"['El Mostafa Daoudi', 'Frédéric Wagner', 'Kerfali, Aicha', 'Denis R. Trystram', 'Nicolas Gast', 'Dargham, Abdelmajid']"
55497996800.0,"Serrhini, Mohammed",Morocco,56.0,24.0,4.0,1.56,"['Youssef Douzi', 'Ouazzani Jamil Mohammed', 'Hajji Tarik', 'Hicham Boudlal', 'Fatima Cheddi', 'Carla Silva', 'Carlos Felgueiras', 'Serrhini, Mohammed', 'Sultan Hamadi Aljahdali', 'Tawfik Masrour', 'Ait-Moussa, Abdelaziz Aziz', 'Alvaro M. Rocha', 'Dargham, Abdelmajid']"
36740273800.0,"Ait-Moussa, Abdelaziz Aziz",Morocco,124.0,22.0,6.0,0.64,"[""Sahnoun M'Hammed"", 'H. Tairi', 'Sylvain Chevallier', 'Hicham El Mrabet', 'Mohammed Amine El Mrabet', 'Mohamed Adnane Mahraz', 'Amin Zammouri', 'Sanae Zrigui', 'Serrhini, Mohammed', 'M. Verid Abdelkader', 'Ait-Moussa, Abdelaziz Aziz', 'Soufian Zerouali', 'Mohammed Blej', 'Khalid El Makkaoui', 'Jamal Messaho', 'Dargham, Abdelmajid']"
57190490556.0,"Kerfali, Aicha",Morocco,2.0,3.0,1.0,0.07,"['El Mostafa Daoudi', 'Kerfali, Aicha', 'Dargham, Abdelmajid']"
56925355100.0,"Mourdi, Youssef",Morocco,244.0,17.0,7.0,1.81,"['Ennaji, Fatima Zohra', 'Wafâa Berrada Fathi', 'Hanane Allioui', 'Mohammed Sagdal', 'Mohammed El Adnani', 'Azzeddine Allioui', 'El Alaoui El Abdallaoui, Hasna', 'Elalaoui-Elabdallaoui, Hasna', 'Sadgal, Mohamed', 'Hamada, El Kabtane']"
54898010500.0,"Amarouche, Idir Amine",Algeria,30.0,13.0,3.0,0.68,"['Abdenour Amamra', 'Amarouche, Idir Amine', 'Ennaji, Fatima Zohra', 'Sabrina Nefoussi', 'Karim Benouaret', 'Leclercq, Éric', 'Azaza, Lobna', 'Lydia Rabia', 'Benslimane, Djamal', 'Zaïa Alimazighi', 'Sadgal, Mohamed', 'Mahmoud Barhamgi', 'El Fazziki, Abdellah E.', 'Savonnet, Marinette', 'Kadda Beghdad-Bey', 'Tayeb Kenaza', 'Michael Mrissa']"
6508265601.0,"Ouarzazi, Jamal",Morocco,120.0,9.0,5.0,0.94,"['Ennaji, Fatima Zohra', 'Myrto Valari', 'Hajar Mousannif', 'Noussair Lazrak', 'El Alaoui El Abdallaoui, Hasna', 'Benslimane, Djamal', 'Jihad Zahir', 'Valérie Fèvre-Nollet', 'El Fazziki, Abdellah E.', 'Sadgal, Mohamed', 'Ouarzazi, Jamal', 'Sadiq, Abderrahmane', 'Meriem Benhaddi', 'Abdelmounaim Bouhafid']"
55915127500.0,"Leclercq, Éric",France,286.0,80.0,7.0,0.74,"['Nicolas Gastineau', 'Alexis Guyot', 'Élisabeth Gavignet', 'Arnaud da Costa', 'Pierre Naubourg', 'Stephany Rajeh', 'Lucile Sautot', 'Rim Faiz', 'Ernesto Damiani', 'Hiba Abou Jamra', 'Annabelle Gillet', 'Kokou T. Yétongnon', 'Magali Roux-Dosseto', 'Amarouche, Idir Amine', 'Ennaji, Fatima Zohra', 'Laurence Favier', 'Pascale Chevalier', 'Marie Nöelle Terrasse', 'Sadgal, Mohamed', 'El Fazziki, Abdellah E.', 'Thierry Grison', 'Carlo Daffara', 'Sergey Kirgizov', 'Ludovic Granjon', 'Laurent Bossu', 'Jean Claude Simon', 'Leclercq, Éric', 'Andrés Troya-Galvis', 'Massimo Banzi', 'Laure Saligny', 'George Becker', 'Arnaud Millereux', 'Ian Basaille', 'Hocine Cherifi', 'Nadine Cullot', 'Stéphane Büttner', 'Marinette Savonnet', 'Thierry Badard', 'Christian Sapin', 'Lylia Abrouk', 'Valéry Lopes', 'Benslimane, Djamal', 'Savonnet, Marinette', 'Azaza, Lobna']"
55920074000.0,"Savonnet, Marinette",France,236.0,53.0,7.0,0.84,"['Nicolas Gastineau', 'Élisabeth Gavignet', 'Christian C. Libersa', 'Arnaud da Costa', 'Pierre Naubourg', 'Stephany Rajeh', 'Éric Tabone', 'Rim Faiz', 'Hiba Abou Jamra', 'Annabelle Gillet', 'Kokou T. Yétongnon', 'Magali Roux-Dosseto', 'Amarouche, Idir Amine', 'Ennaji, Fatima Zohra', 'Pascale Chevalier', 'Marie Nöelle Terrasse', 'Sadgal, Mohamed', 'El Fazziki, Abdellah E.', 'Fanny Jadeau', 'Annick Barthelaix', 'Thierry Grison', 'Sergey Kirgizov', 'Ludovic Granjon', 'Jean Claude Simon', 'Leclercq, Éric', 'Andrés Troya-Galvis', 'Christophe Combet', 'Patrick Gelé', 'Laure Saligny', 'George Becker', 'Arnaud Millereux', 'Ian Basaille', 'Anita Burgun', 'Hocine Cherifi', 'Nadine Cullot', 'Stéphane Büttner', 'Christian Sapin', 'Nicolas Garcelon', 'Valéry Lopes', 'Benslimane, Djamal', 'Savonnet, Marinette', 'Azaza, Lobna']"
57193025709.0,"El Alaoui El Abdallaoui, Hasna",Morocco,47.0,19.0,4.0,0.23,"['Mourdi, Youssef', 'Zahi Jarir', 'Ennaji, Fatima Zohra', 'Ouarzazi, Jamal', 'Muhammad Asim', 'Emir Ugljanin', 'El Alaoui El Abdallaoui, Hasna', 'Aziz Elfazziki', 'Sadiq, Abderrahmane', 'Sadgal, Mohamed', 'Benslimane, Djamal', 'Khouloud Boukadi', 'El Fazziki, Abdellah E.', 'Thar Baker', 'Mohammed Al-khafajiy', 'Hamada, El Kabtane']"
56088021600.0,"Sadiq, Abderrahmane",Morocco,79.0,12.0,4.0,0.37,"['Mohamed El-Hajji', 'Youssef Es-saady', 'Ennaji, Fatima Zohra', 'Abdelouafi Boukhris', 'Abdelaziz El Fazziki', 'Jilali Antari', 'El Alaoui El Abdallaoui, Hasna', 'Sadiq, Abderrahmane', 'Benslimane, Djamal', 'El Fazziki, Abdellah E.', 'Sadgal, Mohamed', 'Ouarzazi, Jamal']"
57209409766.0,"Elalaoui-Elabdallaoui, Hasna",Morocco,185.0,8.0,5.0,1.97,"['Siham Echihi', 'Mina Bakasse', 'Abdessamad Tounsi', 'Mohamed El Ghozlani', 'Abdellah Zeroual', 'Omar Id El Mouden', 'Eno E. Ebenso', 'F. Benhiba', 'Lukman O. Olasunkanmi', 'Mohammed Salah', 'Ennaji, Fatima Zohra', 'M. E. Belghiti', 'Mohammed Tabyaoui', 'Chinhung Lai', 'Abdelmalek Matine', 'Sadgal, Mohamed', 'El Fazziki, Abdellah E.', 'Ahmed Batah', 'Hamada, El Kabtane', 'Youssef Naimi', 'El Mostapha Rakib', 'Elalaoui-Elabdallaoui, Hasna', 'Ali Dafali', 'Yasser Karzazi', 'Nisrine Benzbiria', 'Mourdi, Youssef', 'Khalid Abbiche', 'Saïd Belaaouad', 'Lahcen Bammou', 'Hanane Allioui', 'Aziz Elfazziki', ""M'hammed Belkhaouda""]"
